
イワンのばか,,トルストイ著　金子幸彦訳,岩波少年文庫,,"10,11,12",,,,兄弟,文学の扉,,,,,,
ひめゆりの沖縄戦　少女は嵐のなかを生きた,,伊波園子,岩波ジュニア新書,,"10,11,12",,,,沖縄、少女、戦争,伝記・歴史の扉,,,,,,
ミラクル,,辻仁成,新潮文庫,,"10,11,12",,,,家族,家族の扉,,,,,,
ハックルベリー・フィンの冒険,,マーク・トウェイン著　西田実訳,岩波文庫,,"10,11,12",,,,冒険、自由,冒険の扉,,,,,,
ブランコのむこうで,,星新一,新潮文庫,,"10,11,12",,,,不思議、冒険,冒険の扉,不思議の扉,ファンタジーの扉,,,,
モンテ・クリスト伯,,アレクサンドル・デュマ著　竹村猛訳,岩波少年文庫,,"10,11,12",,,,無実の罪、脱獄、復讐,文学の扉,,,,,,
家なき子,,エクトール・マロ著　二宮フサ訳,偕成社文庫,,"10,11,12",,,,希望,文学の扉,,,,,,
時をかける少女,,筒井康隆,角川文庫,,"10,11,12",,,,タイムワープ,不思議の扉,,,,,,
潮騒,,三島由紀夫,新潮文庫,,"10,11,12",,,,純愛物語,文学の扉,,,,,,
ご冗談でしょう、ファインマンさん,,Ｒ．Ｐ．ファインマン著　大貫昌子訳,岩波現代文庫,,"10,11,12",,,,物理学者、ノーベル賞,伝記・歴史の扉,ユーモアの扉,,,,,
老人と海,,アーネスト・ヘミングウェイ著　福田恆存訳,新潮文庫,,"10,11,12",,,,漁師、海,文学の扉,,,,,,
白鯨,,ハーマン・メルヴェル著　田中西二郎,新潮文庫,,"10,11,12",,,,海洋小説、海、漁師,文学の扉,,,,,,
点と線,,松本清張,新潮文庫,,"10,11,12",,,,ミステリー,ミステリーの扉,,,,,,
老師と少年,,南直哉,新潮社,,"10,11,12",,,,少年、哲学,生・死の扉,,,,,,
四千万歩の男,,井上ひさし,講談社文庫,,"10,11,12",,,,日本地図,伝記・歴史の扉,,,,,,
西遊記,,呉承恩著　伊藤貴麿訳,岩波少年文庫,,"10,11,12",,,,旅,冒険の扉,,,,,,
坂の上の雲,,司馬遼太郎,文集文庫,,"10,11,12",,,,中国,伝記・歴史の扉,,,,,,
