エジソン,講談社火の鳥文庫,崎川範行,講談社,2017,低学年,全部,普通,221,伝記,伝記・歴史の扉,,,,エジソンは、19世紀半ばのアメリカに生まれた発明家です。学校の勉強が大きらいだった少年時代、ある日エジソンは鉄道の車内で 新聞を売ることを思いつきます。 やがて大人になると、 蓄音機、白熱電球、映写機、蓄電池……。 次々と世界の歴史を変える大発明をなしとげました。,,
岸辺のヤービ,,梨木香歩,福音館書店,2015,低学年,あり,多い,223,ファンタジー,ファンタジーの扉,,,,寄宿学校で教師をしている「わたし」は、ある晴れた夏の日、ふわふわの毛につつまれた、二足歩行するハリネズミのようなふしぎな生きものと出会います。そして、一粒のミルクキャンディーがきっかけとなり、「ヤービ」と名乗るその生きものと「わたし」の交流がはじまります。,,
富士山うたごよみ,,俵万智,福音館書店,2012,低学年,,多い,48,富士山、短歌、四季,知識の扉,,,,奇想天外な絵、みずみずしい感性の短歌と文からなる画期的な絵本です。日本人の心の故郷である富士山をモチーフに、立春、大暑、秋分、冬至などの「二十四節気」という古来、中国から伝わってきた暦の順で、子どもから大人まで幅広く日本の四季を楽しめる一冊です。,,
ファーブルの夏ものがたり,,マーガレット・J・アンダーソン　千葉茂樹・訳,くもん出版,1998,低学年,あり,多い,165,伝記、昆虫,伝記・歴史の扉,動物・植物の扉,,,ぼくの父さんは、有名な昆虫学者なんだ、いつも虫を研究してる。ぼくの名前はポール。父さんの助手なんだ。ぼくには虫さがしの才能があるんだ、本当だよ。いつも父さんはぼくを連れて実験に出かける。今日はいったいどんな虫に出会えるんだろう？,,
ダーウィンのミミズの研究,,新島昭夫,福音館書店,2000,低学年,あり,多い,40,昆虫、観察、実験,動物・植物の扉,動物・植物の扉,,,土の中に住むちっぽけな生き物、ミミズ。だれもが知っているのに、だれからも注目されることはありません。家の裏庭につづく牧草地の一角に白亜をばらまき、観察と実験を重ねること２９年。そこを掘ってみると、ダーウィンの仮説どおり、ミミズは地面の表面を耕していたのでした。,,
すぐそこに、カヤネズミ,,畠佐代子,くもん出版,2015,低学年,あり,多い,143,動物、自然、野生生物、共存、環境,動物・植物の扉,動物・植物の扉,,,大人の親指ほどしかない、五百円玉くらいの重さのカヤネズミ。小さいですが、れっきとした野生動物です。カヤネズミは絶滅のおそれがあると、各地で報告されています。生息地である草地を、人間が開発して減らしているからです。ともに生きるための方法をみなさんも考えてみませんか。,,
チビ竜と魔法の実,,富安陽子,偕成社,2003,低学年,あり,多い,237,家族,家族の扉,,,,人間のパパとキツネのママと３人の子どもたち。秘密をかかえた信田家に小さな竜が迷いこんだ。ユーモアいっぱいの不思議な物語。,,
せいめいのれきし,,バートン　石井桃子・訳,岩波書店,2015,低学年,,多い,76,地球、歴史、,伝記・歴史の扉,伝記・歴史の扉,,,地球が生まれてから，今この瞬間までの長い長い命のリレーを，劇場仕立てで壮大に物語ります．遠い昔から続く，はてしない時のお芝居．次の主人公はあなたです！,,
ドリトル先生アフリカゆき,,ロフティング　井伏鱒二・訳,岩波書店,2000,低学年,あり,普通,252,動物、冒険、ワクワク,冒険の扉,動物・植物の扉,,,動物と話のできる名医ドリトル先生は，サルたちを疫病から救うために，アフリカに向けて冒険の航海に出ます．,,
注文の多い料理店,青い鳥文庫,宮沢賢治,講談社,2008,低学年,あり,普通,216,文学,文学の扉,恐怖の扉,動物・植物の扉,,山に猟に入った二人の紳士。道に迷い空腹を抱えた二人の前に《西洋料理店　山猫軒》が現れる。喜んで入るが「髪をとかせ、靴の泥を落とせ、金属類をはずせ、クリームを塗れ」と次々注文が。,,
空気がなくなる日,,岩倉政治,ポプラ社,1978,低学年,全部,多い,35,不思議、科学、友達,友達の扉,不思議の扉,,,空気がなくなる日がやってくる。町も村も大さわぎ。あれやこれやと考えても、うまい方法はなかなかみつかりません。,,
ヘンダワネのタネの物語,,新藤悦子,ポプラ社,2012,低学年,あり,普通,163,友達、植物,友達の扉,,,,イランのスイカ、ヘンダワネのタネが持つふしぎな力、それは、秘密の物語をとじこめて、その夢を見せてくれること――。お互いの心の秘密にふれた、直とアリの物語。,,
ぼくは、いつでもぼくだった,,いっこく堂,くもん出版,2012,低学年,全部,普通,141,友達、沖縄、アメリカ,学校の扉,伝記・歴史の扉,友達の扉,,本書は、本土復帰(1972年5月)前後の、激動の時代、沖縄で少年時代をすごしたいっこく堂が、初めて書き下ろした、自伝的児童文学である。いま、プロの腹話術師になって、思うことは、たとえどんなことがあっても、「いま」を大切にして生きていくことが、とても大事だ、ということ。,,
マジックツリーハウス①恐竜の谷の冒険,,オズボーン,メディアファクトリー,2025,低学年,,,165,,ファンタジーの扉,知識の扉,,,アメリカ・ペンシルベニア州にすむジャックとアニーは、ある日森の木の上に、ふしぎな小屋を見つけます。中にあった本を開くと、とつぜん小屋がまわりだし、本の中の世界へ……！ついた先は、なんと恐竜の時代!?　ハラハラドキドキの大冒険がはじまります！,,
地球の声に耳をすませて,,大木聖子,くもん出版,2011,低学年,普通,普通,143,地震、津波,知識の扉,,,,じつは地球は、いろいろな声を出しています。大気の声、海の声、火山の声、そして大地の声。地震学者が地球の声を聞いてきたことで、地震の正体や、わたしたちが地震とどのようにつきあい、どのようにして身を守ればいいのかがわかってきました。,,
キャプテンはつらいぜ,,後藤竜二,講談社,2006,低学年,全部,普通,188,野球、スポーツ、友情,友達の扉,,,,町内会の少年野球チーム「ブラック＝キャット」をおそった危機に、キャプテンの勇は大弱り。ぐれていた友だちの秀治をさそい、剛速球のエースにするが……。野球をとおして現代の子どもたちを生き生きとえがいた力作。,,
生物の消えた島,,田川日出夫,福音館書店,1987,低学年,全部,多い,31,自然、環境、生物,動物・植物の扉,,,,100年以上前の8月27日、大噴火によって生物が死に絶えたクラカタウ島。やがて、その島に生物が移住してきましたが、一体どこから、どうやって、やってきたのでしょう？　世界中の生物学者を驚かせた現代の「天地創造」の物語です。,,
大造じいさんとガン,,椋鳩十,偕成社,1978,低学年,あり,普通,266,自然、鳥,動物・植物の扉,,,,群れの頭領「残雪」の賢さから、狩人の大造じいさんは、がん狩りがうまくいかなくなります。ある日仲間をはやぶさから助けようとした残雪を、一度は狙うも逆に助けたのです。狩人と雁の、敵味方の関係をこえた、あつい交わりをえがいたお話です。,,
くろて団は名探偵,,ハンス・ユルゲン・プレス,岩波書店,2010,中学年,あり,多い,254,推理、ミステリー,ミステリーの扉,,,,くろて団は子ども4人とリス1匹．犯人を追いつめる手ぎわのよさは警察顔まけだ．さあ，いっしょに4つの事件の謎を解いていこう．,,
くろグミ団は名探偵　カラス岩の宝物,,ユリアン・ブレス,岩波書店,2016,中学年,あり,多い,124,推理、なぞ、ミステリー,ミステリーの扉,,,,「くろグミ団」の3人の子どもたちは推理が大好きで，その腕まえはプロ顔まけ．きみもいっしょに4つの事件の謎に挑戦しよう！,,
くろグミ団は名探偵　石弓の呪い,,ユリアン・ブレス,岩波書店,2016,中学年,あり,多い,128,推理、なぞ、ミステリー,ミステリーの扉,,,,甘いおかしより推理が大好きな「くろグミ団」が，遺言状のなぞかけ，奇妙な犬どろぼうなど，手ごわい4つの事件に挑戦します．,,
くろグミ団は名探偵　紅サンゴの陰謀,,ユリアン・ブレス,岩波書店,2016,中学年,あり,多い,128,推理、なぞ、ミステリー,ミステリーの扉,,,,するどい観察と推理で犯人を追いつめる「くろグミ団」．はたして，危険な秘密結社のたくらみをあばくことはできるのでしょうか？,,
くろグミ団は名探偵　S博士を追え！,,ユリアン・ブレス,岩波書店,2016,中学年,あり,多い,128,推理、なぞ、ミステリー,ミステリーの扉,,,,探偵力バツグンの子どもたちといっしょに，4つの事件に挑戦．犯人のしかけたトリックをあばこう！,,
くろグミ団は名探偵　消えた楽譜,,ユリアン・ブレス,岩波書店,2018,中学年,あり,多い,128,推理、なぞ、ミステリー,ミステリーの扉,,,,するどい観察と推理で大活躍の探偵たちは，ある音楽家がのこした楽譜の秘密にせまります．シリーズ5冊目．,,
最後のひと葉,,オー・ヘンリー著　金原瑞人訳,岩波少年文庫,2001,高学年,あり,普通,204,生きる、希望,友達の扉,,,,肺炎で寝込んだジョアンナは、生きる気力を失ってしまいました。窓の外のつたの葉が落ちると同時に、自分も死ぬと信じ込んでいますが・・・。,,
からだことば　日本語から読み解く身体,,立川昭二,早川書房,1984,高学年,なし,なし,266,日本語,知識の扉,動物・植物の扉,ユーモアの扉,,あばたもえくぼ、首ったけ……日本人は古来、心のさまを体にたとえて表現してきた。日本語のあり方をあらためて考える辛口文化評論。付〝からだ言葉〟拾遺。,,
エリカ　奇跡のいのち,,ルース・バンダー・ジー著　柳田邦夫訳,講談社,2004,高学年,あり,多い,25,戦争、第二次世界大戦、収容所、生きる,伝記・歴史の扉,,,,お母さまは、じぶんは「死」にむかいながら、わたしを「生」にむかってなげたのです。第二次世界大戦中のドイツで奇跡的に生きのびた、ひとりの女性の物語。,,
クローディアの秘密,,Ｅ・Ｌ・カニグズバーグ著　松永ふみ子訳,岩波少年文庫,2000,高学年,あり,普通,242,家出、きょうだい、美術館,冒険の扉,,,,少女クローディアと弟は家出をし，メトロポリタン美術館へ．2人は，ミケランジェロ作とされる天使の像の謎を解こうとします．,,
子どもたちに自由を！,,トニ・モリソン、スレイド・モリソン著　長田弘訳,みすず書房,2002,高学年,あり,多い,44,自由,友達の扉,,,,パティとミッキーとライザ・スー。「自由が、大人の言う自由でしかないなら、それは、子どもの自由なんかじゃない」もっと自由に生きなくちゃ。ウサギだって跳びはねる。ビーバーもかじりたいときに木をかじる。パティとミッキーとライザ・スーは自由を手に入れられる?,,
急行「北極号」,,クリス・ヴァン・オールズバーグ著　村上春樹訳,あすなろ書房,2003,低学年,あり,多い,32,クリスマス、旅,冒険の扉,不思議の扉,,,クリスマス前夜、サンタを信じる子だけが体験する不思議な旅を描いた絵本。コルデコット賞受賞作。,,
コルチャック先生,,近藤康子,岩波ジュニア新書,1995,高学年,,,214,強制収容所,伝記・歴史の扉,学校の扉,生・死の扉,,ポーランド系ユダヤ人で「子どもの権利条約の精神的な父」と言われる教育者コルチャック．その壮絶な生涯を描く．,,
宿題ひきうけ株式会社,,古田足日,理論社,2004,高学年,,,268,勉強,学校の扉,,,,みんなの悩みのタネは宿題。小学生６人が発案し、本人にかわって宿題をやる会社を作って悩みを解決しようとするのだが……。,,
風力鉄道に乗って,,斎藤洋,理論社,1990,高学年,,,189,塾,学校の扉,,,,ぼくは新宿駅で変な列車に乗ってしまった。つぎつぎ現れる動物の顔の乗客たち……。それは帆に風をうけて走る風力鉄道だった。,,
ぼくらのサイテーの夏,,笹生陽子,講談社青い鳥文庫,2005,高学年,,,170,家族,家族の扉,,,,ぼく、通称･桃井。6年生。「階段落ち｣という危険なゲームをやった罰としてプールそうじをさせられることに。いっしょにそうじをするのは栗田。クールでどこか大人っぽいやつで、ちょっと気に入らない。ああ、ぼくの小学校最後の夏休みは「サイテー」になりそうな予感！,,
こがね谷の秘密,,木暮正夫,金の星社,1982,中学年,,,196,ミステリー,ミステリーの扉,,,,トシユキがおとずれていた北海道の牧場で、事件が起きた。解決の手がかりは、マンモスと砂金…。,,
ユウキ,,伊藤遊,福音館書店,2003,高学年,,,204,人間、成長,友達の扉,ミステリーの扉,,,“転勤都市”札幌の郊外に住むサッカー少年、ケイタ。小学校入学以来、彼の前には「ユウキ」という名の転校生が三度現れ、たくさんの思い出と痛みとを残してまた去っていった。多感な子どもたちの心模様を生き生きと描ききった力作。,,
ビルマの竪琴,,竹山道雄,偕成社文庫,1976,高学年,,,275,戦争、宗教,伝記・歴史の扉,,,,ビルマの戦線で英軍の捕虜になった日本軍の兵隊たちにもやがて帰る日がきた。が、ただひとり帰らぬ兵士があった。なぜか彼は、ただ無言のうちに思い出の竪琴で伴奏をはげしくかき鳴らすのであった。戦場を流れる兵隊たちの歌声に、国境を越えた人類愛への願いを込めた本。,,
最後の授業,,アルフォンス・ドーテ著　南本史訳,ポプラポケット社,2015,高学年,,普通,166,戦争、学校,伝記・歴史の扉,学校の扉,,,その豊かさのために古くからいろいろな国の領土になってきたアルザス。そしてとうとう今日ぼくはフランス語で最後の授業をうけるこ…,,
クオレ,,エドモント・デ・アミーチス著　矢崎源九郎訳,講談社少年少女世界文学館,2011,高学年,,普通,386,学校、日記,学校の扉,家族の扉,,,19世紀後半の北イタリアに住む、エンリーコという小学4年生のひとりの少年が、1年間の学校生活のあいだに見たりきいたりした、人生と社会のいろいろな問題を日記につづるという形式をとっていて、それに毎月1回先生がお話ししてくださる物語を書きくわえてできあがっています。,,
最後の一句,,森鴎外,教育出版,2003,高学年,,なし,218,罪,家族の扉,,,,『最後の一句』は大正4年（1915年）「中央公論」に発表された作品。父親のために自らの命を投げ出そうとする気丈な娘が、お上に放った強烈な一言とは・・。鴎外の権威に対する批判の気持ちが込められた名作。,,
トムは真夜中の庭で,,フィリパ・ピアス著　高杉一郎訳,岩波少年文庫,2000,高学年,,,358,物語,不思議の扉,,,,真夜中に古時計が13も時を打つのを聞いたトムは，昼間なかったはずの庭園に誘い出されて少女と出会う．カーネギー賞受賞作．,,
時の旅人,,アリソン・アトリー著　松野正子訳,岩波少年文庫,2000,高学年,,,464,タイムスリップ,冒険の扉,,,,母方の農場にやってきたペネロピーは，ふとしたことから16世紀の荘園に迷い込み，そこで繰り広げられていた王位継承権にまつわる事件に巻きこまれる．時を往復する少女の冒険．,,
ニルスのふしぎな旅,,セルマ・ラーゲルレーフ著　山室静訳,講談社青い鳥文庫,1995,高学年,,,294,旅,冒険の扉,,,,トムテという妖精に悪戯をしたために小人にされてしまったニルスは、ガチョウのモルテンやガンのアッカたちとスウェーデンを北に向けて旅をすることになります。旅の途中仲間を護ってあげたりするうちに、役立たずのただの悪童だったニルスが仲間に信頼される少年に成長していきます。,,
世界を変えた人が子どもだったころのお話,,php研究所,php研究所,2010,高学年,あり,多い,191,歴史,伝記・歴史の扉,,,,日本をはじめ世界中の偉人たちの「子ども時代」を、わかりやすく魅力的な文章で紹介しています。,,
たくさんのふしぎ　似たもの動物園,,川道武男,福音館書店,1992,中学年,あり,多い,40,,動物・植物の扉,知識の扉,不思議の扉,,あらゆる生活環境に適応して進化した結果、多様な世界をくりひろげている動物たち。しかし、おもしろいことに、まったく種類のちがう動物なのに、からだつきや行動がそっくりな、似たもの同士がみつかります。,,
たくさんのふしぎ　あっちゃんのおせち日記,,さげさかのりこ,福音館書店,2025,中学年,あり,多い,40,,不思議の扉,知識の扉,,,主人公のあっちゃんは、長野県で暮らす小学生。今年は両親の農業を手伝い、サツマイモの苗を植え、草取りやツル返し、収穫といった作業もがんばります。そして大晦日、そのイモで栗きんとん作りに挑戦するのです。寒い冬から始まる農家の１年間を楽しくたどっていきます。,,
たくさんのふしぎ　コンクリートって何？,,細田暁,福音館書店,2022,中学年,あり,多い,40,,不思議の扉,知識の扉,,,コンクリートがなにからできていて、どうやってつくられているか知っていますか。実は、コンクリートは古代ローマから使われていました。使われる建設物に合わせていろいろな種類があり、今もなお進化を続けているのです。コンクリートの知られざる世界をご紹介します。,,
たくさんのふしぎ　星空をながめて,,関口ジュン,福音館書店,2022,中学年,あり,多い,40,,不思議の扉,知識の扉,,,夜空には、いろんな星が輝いています。昔の人たちは、星をながめてさまざまな想像をしてきました。星同士をむすんで星座をつくったり、星を神さまに見立てたり、星の動きから何かを予想しようとしたり…。星好きのおばあちゃんが、先人たちが想像してきた豊かな星の世界を案内します。,,
たくさんのふしぎ　アシカとアザラシ,,水口博也,福音館書店,2024,高学年,あり,多い,40,,動物・植物の扉,不思議の扉,知識の扉,,アシカ、アザラシ、オットセイ。いずれもその生態は種類によりずいぶんとちがっています。アシカが地上ではひれを上手に使い歩き回るのに対し、アザラシは腹ばいになって進む、などなど。もとはイタチのなかまだった彼らが、どのように進化したのかを探ります。,,
たくさんのふしぎ　ロンドンに建ったガラスの宮殿,,村上リコ,福音館書店,2023,高学年,あり,多い,40,,不思議の扉,知識の扉,,,1851年、ロンドンで世界で最初の万博が開かれました。その会場となったのは、鉄とガラスでできた建物、通称「水晶宮」。建物自体が展示品とも言われた水晶宮は、開催を反対する意見を汲んだものでもありました。世界初となる万博はどのようなものだったのでしょう？,,
たくさんのふしぎ　うんこ虫を追え,,舘野鴻,福音館書店,2022,高学年,あり,多い,40,,不思議の扉,動物・植物の扉,,,美しい姿をしたオオセンチコガネという虫がいます。成虫は動物のうんこを食べ、うんこの塊を地中に作って幼虫を育てることが知られています。しかし、土の中での幼虫の生態は謎につつまれてきました。現代のファーブル昆虫記のような、オオセンチコガネの一大観察記です。,,
たくさんのふしぎ　珪藻美術館,,奥修,福音館書店,2019,大人,あり,多い,40,,不思議の扉,知識の扉,,,海や川、自然のなかから珪藻を採集してならべ、美術作品をつくっているのが、世界でも数人しかいない「珪藻アート」作家の奥修さんです。顕微鏡をのぞきながら、珪藻をならべていきます。職人の技を極めた先に姿をあらわすのは……肉眼では見えない極小の世界の極限の美しさ。,,
たくさんのふしぎ　9つの森とシファカたち,,島泰三,福音館書店,2019,大人,あり,多い,40,,不思議の扉,知識の扉,,,アフリカの東のとなり、インド洋にうかぶ島国マダガスカルには、「レム－ル」とよばれる固有のサルたちがすんでいます。マダガスカル各地にある熱帯雨林、高地の森、乾燥した森や、石灰岩の針山など９つの森を、２足で立って跳ぶレム－ルを中心にサルたちを探しながらめぐります。,,
たくさんのふしぎ　ヒキガエルとくらす,,山内祥子　　,福音館書店,2022,大人,あり,多い,40,,動物・植物の扉,知識の扉,不思議の扉,,ある日、物干し竿の下で見つけた黒いカエル。１センチにも満たないその小さなカエルは、次第にわたしに慣れてきて、手からエサを食べるようになります。日々生活をともにしながら作者は観察を続け、ユーモアあふれる筆力でその生態を記録していきます。,,
たくさんのふしぎ　山里でくらす,,佐藤秀明,福音館書店,2021,大人,あり,多い,40,,知識の扉,不思議の扉,,,新潟県上越市の山の中に、「中ノ俣」とよばれる小さなむらがあります。山菜を採ったり、ワラ細工をしたり、棚田でお米をつくったり……。四季折々のむらの光景と、お年寄りたちの生活の知恵を、長年この地に通いつづけた写真家が紹介します。,,
たくさんのふしぎ　まぼろし色のモンシロチョウ,,小原嘉明,福音館書店,2020,大人,あり,多い,40,,動物・植物の扉,不思議の扉,知識の扉,,モンシロチョウはオスとメスをどうやって見わけているか知っていますか？　答えは翅の色。しかもそれは人間には見えない紫外色なのです。身近なモンシロチョウの翅に隠された進化の謎に迫ります。,,
たくさんのふしぎ　ヘリコプターのしくみ,,斎藤茂,福音館書店,2023,大人,あり,多い,40,,不思議の扉,知識の扉,,,ヘリコプターは、上下左右、自由自在に飛ぶことができる乗り物です。その秘密は、機体のてっぺんで回っているつばさにあり！　でもそれだけだと、機体はつばさが回る方向と反対に回り出してしまいます。そうならないために、いろんな仕組みがあるのです。,,
たくさんのふしぎ　家をまもる,,小松義夫,福音館書店,2022,大人,あり,多い,40,,不思議の扉,知識の扉,,,嵐や洪水、大雪やネズミ、疫病など、様々な害から暮らしをまもるため、人間はユニークな形の家を作ってきました。世界各地をめぐり、その土地の自然環境に合わせて工夫された家の数々を紹介します。,,
たくさんのふしぎ　小さな小さな粒素粒子の話,,藤本順平,福音館書店,2025,大人,あり,多い,40,,不思議の扉,知識の扉,,,身のまわりにある物は、「原子」とよばれる粒でできています。その原子の中に、実はさらに小さな粒があることはご存知でしょうか。「素粒子」とよばれる、これ以上分割することができない、この世界でいちばん小さな粒です。本書では、そんな素粒子の正体を、やさしくときあかします。,,
たくさんのふしぎ　土のうの道,,木村亮,福音館書店,2026,大人,あり,多い,40,,不思議の扉,知識の扉,,,道は私たちにとっては当たり前のようにあるものです。しかし、アフリカでは、学校、病院や市場に行くための道が、雨などによって使えなくなることがよくおこります。そうした問題を解決するため、日本の土木工学の粋を集めて作られた簡単な技術。それが「土のう」を使った道直しなのです。,,
たくさんのふしぎ　かっこいいピンクを探しに,,なかむらるみ,福音館書店,2024,大人,あり,多い,40,,不思議の扉,知識の扉,,,古今東西、多様多彩、魅力的なピンクがあることを、絵本の中で子どもたちに発見してもらえたら、とつくられました。著者のなかむらさんが、建築、植物染色、口承文芸、化学、服飾、美術、写真、色彩論……様々な分野の方に「ピンク」をテーマにお話を伺うルポルタージュ。,,
たくさんのふしぎ　光の正体,,江馬一弘,福音館書店,2020,大人,あり,多い,40,,不思議の扉,知識の扉,,,太陽の光や、星の光。照明の光や、信号機の光……。「光」とは、いったいなんなのでしょうか。光はどんなすがたで、空間をとびかっているのでしょう。光は、わたしたちが普段見ている「色」とも深くかかわっています。光の知られざる“正体”にせまる絵本です。,,
たくさんのふしぎ　地球縦断の旅,,石川直樹,福音館書店,2022,大人,あり,多い,40,,不思議の扉,知識の扉,冒険の扉,,一年かけて地球を縦断した、壮大な旅の記録。スタートは北極。極寒の中、ホッキョクグマに注意しながら歩いていく。その後自転車に乗り、北米大陸をひたすら南へ進んでいく。猛暑や強風に苦しみながら、中米・南米を通り過ぎ、さいごは白い大地、南極へ――。地球のてっぺんからもう片方のてっぺんへ。世界の辺境や都市を旅し続ける写真家の原点となった旅。,,
たくさんのふしぎ　ギアナ高地謎の山テプイ,,寺沢孝毅,福音館書店,2021,大人,あり,多い,40,,不思議の扉,知識の扉,動物・植物の扉,,地球で日本の正反対の場所にある南米ギアナ高地。そこにはテプイとよばれる奇妙な山が100以上もあります。そのテプイには、オタマジャクシにならないカエルや、生態のよくわからないウデムシなど、他では観られない生物がたくさん！その山頂にぽっかり空いた穴に、写真家が探検に入ります。,,
たくさんのふしぎ　馬と生きる,,澄川嘉彦,福音館書店,2019,大人,あり,多い,40,,動物・植物の扉,不思議の扉,知識の扉,,馬と人が一緒に働く、昔ながらのくらしを続けているおじいさんがいます。機械を使わず、馬を使って木を運ぶ古くからのやりかたで山での仕事をしてきました。こうして馬と働く人は、おじいさん一人だけになっていました。どのようにしておじいさんは馬とのくらしを続けてきたのでしょうか?,,
たくさんのふしぎ　日本にいたゾウ,,大島英太郎,福音館書店,2024,大人,あり,多い,40,,不思議の扉,知識の扉,動物・植物の扉,,はるか昔の日本には、野生のゾウがすんでいました。いったい、どんなゾウがいたのでしょう？　この本では、およそ1900万年前から数万年前までの間に日本にいた７種類のゾウをご紹介します。遠い昔の日本にタイムスリップした気分でお楽しみください。,,
たくさんのふしぎ　はじめちょろちょろ中ぱっぱ,,森枝卓士,福音館書店,2024,大人,あり,多い,40,,不思議の扉,知識の扉,,,当たり前すぎてどこの国の料理の本にも載っていない「ごはんの炊きかた」。実際に世界のあちらこちらで炊いているところを見せてもらうと、お米の種類も炊きかたも、おかずと合わせての食べかたも、ずいぶんとちがっていました。ごはんをめぐる様々な探検をする絵本です。,,
たくさんのふしぎ 　2本足と4本足,,香原志勢,福音館書店,1987,大人,あり,多い,40,,不思議の扉,知識の扉,動物・植物の扉,,２本足で前進することこそ、人間というふしぎな動物の出発点でした。大の動物好きの人類学者が、人間とほかの動物とのちがいを独特な目でとらえます。絵がまたゆかいです。,,
宇宙戦争,,ハーバート・ジョージ・ウェルズ著加藤まさし訳,講談社青い鳥文庫,1999,高学年,あり,普通,253,宇宙、,ミステリーの扉,文学の扉,,,19世紀の末、栄えるイギリスの国土に宇宙から火星人がやってきた。火星人はなんでも焼きつくす熱光線や毒ガス弾を使い、怪物機械をあやつって人々をふみつぶす。侵略からのがれる人々はどうしたか？立ちむかう軍隊は？そしてそのとき主人公の“ぼく”は……。,,
クリスマス・キャロル,,ディケンズ著　脇明子訳,岩波少年文庫,2001,高学年,,普通,240,ファンタジー,ファンタジーの扉,文学の扉,,,クリスマス前夜，気むずかしいスクルージに，3人の幽霊が見せてくれたのは過去・現在・未来でした．イギリスの古典的作品．,,
蜘蛛男,,江戸川乱歩,創元推理文庫,1987,高学年,,,364,推理,ミステリーの扉,,,,次々と若い女性を誘し、惨殺する恐るべき殺人鬼〈蜘蛛男〉。彼はまず里見芳枝を空家の浴槽で殺し、切断して石膏像に見せかけ、衆目に曝した。次いで芳枝の姉・絹枝の心臓をえぐり、江ノ島の水族館の水槽に浮かべる……！ 異常な〈青ひげ〉殺人犯と戦う犯罪学者畔柳博士。,,
黄金虫,,エドガー・アラン・ポー著　佐々木直次郎訳,新潮文庫,2017,高学年,,,122,推理,ミステリーの扉,,,,謎の黄金色の虫をきっかけに、ルグランが暗号を解読し、キャプテン・キッドの隠し財宝を発見する冒険・推理小説です。,,
ふしぎな数のおはなし,,芳沢光雄,数研出版,2002,高学年,,,192,算数、数学,算数の扉,知識の扉,,,本書はすべて，おはなし形式で「数のふしぎさ」を説いています。ふしぎに思うことを楽しみ，考えることを促す，そうやって学習する意欲を培って欲しいのです。遠い昔に数学を諦めてしまった「大人」の方にも，数がもつ威力を再認識していただきたいと思います。,,
数の悪魔　算数・数学が楽しくなる１２夜,,Ｈ・Ｍエンツェンスベルガー著　丘沢静也訳,晶文社,1998,高学年,あり,多い,257,数学、算数、悪魔,算数の扉,知識の扉,,,算数や数学の感覚を幅広く学べるように、整数、数の変化、図形、組み合わせの内容を、それぞれ易しいものから少しずつ難しくしていくように構成。,,
青い鳥,,モーリス・メーテルリンク著　末松氷梅子訳,岩波少年文庫,2013,高学年,,,320,物語、戯曲,ファンタジーの扉,,,,クリスマス・イブの夜。貧しいきこりの兄妹、チルチルとミチルは、ふしぎな妖精のおばあさんに「青い鳥を探しにいってくれ。」とたのまれました。光の精や、犬や猫たちとともにめぐる冒険の旅で、チルチルとミチルは青い鳥を見つけることができるのでしょうか?,,
高橋尚子,,増島みどり,講談社青い鳥文庫,2008,高学年,,,187,スポーツ、オリンピック、マラソン,スポーツの扉,,,,走ることが大好きで、中学校から陸上部に入部。その後、高校、大学と続けていくけれど、それは走ることが、ただただ楽しかったから。オリンピックなんて考えたこともなかった彼女が、どのようにして五輪金メダリストとなり、世界最高記録を樹立するランナーとなったのか――。,,
夢をつかむイチロー２６２のメッセージ,,夢をつかむイチロー２６２のメッセージ編集委員会,ピア,2005,高学年,,,278,スポーツ、野球,スポーツの扉,,,,イチローがメジャーデビューから4年の間に発したメッセージの数々から、ヒット記録数分の262本を厳選! 彼の言葉は一見シンプルですが、実は深く考えさせられます。,,
松井秀喜５５の言葉,,松下茂典,東京書籍,2006,高学年,,,273,スポーツ、野球,スポーツの扉,,,,「野球というスポーツのすばらしさを次の世代に伝えていくのが自分の仕事だと思っています」　松井ウォッチャーの著者が、全国の青少年に捧げる松井秀喜５５の言葉を紹介する。巻末に松井秀喜打席データを収録。,,
前略がんばっているみんなへ,,北島康介,ベースボール・マガジン社,2008,高学年,,,127,スポーツ、水泳、オリンピック,スポーツの扉,,,,アテネ五輪、北京五輪の100メートル、200メートル平泳ぎで2大会連続金メダル獲得の国民的ヒーロー北島康介が、本気になって夢を追いかけている子どもたちに贈るメッセージ。,,
聞いて、ヴァイオリンの詩,,千住真理子,時事通信社,2009,高学年,,,247,音楽、ヴァイオリン、エッセイ,伝記・歴史の扉,,,,12歳でプロ・デビューし世界を舞台に活躍するヴァイオリニストが音楽、家族のことから健康法やワインのことまで綴るエッセイ集,,
青い宇宙の冒険,,小松左京,講談社青い鳥文庫,2004,高学年,,,334,SF,ミステリーの扉,,,,夜の11時になると、まもるの家の下から聞こえてくる怪しい震動音!古文書などから、こうじが丘では、この不思議な現象が何百年も前から60年ごとにおきていたことを知ったまもるたちは、その怪現象の中心地に調査にむかう。…謎はますます深まっていく。壮大なスケールのSF冒険物語!,,
宇宙のみなしご,,森絵都,講談社,2010,高学年,,,192,登校拒否,家族の扉,,,,真夜中の屋根のぼりは、陽子・リン姉弟のとっておきの秘密の遊びだった。不登校の陽子と誰にでも優しいリン。やがて、仲良しグループから外された少女、パソコンオタクの少年が加わ…。感動の名作、待望の文庫化。,,
